[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	0.1	Minibatch size:	250	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.0164254066521	
L1 norm of params:	1437719.5993115	
Epoch 1 Validation accuracy:	0.61423434085943	
L1 norm of params:	1782136.114438	
Epoch 2 Validation accuracy:	0.61981822044185	
L1 norm of params:	2028938.202881	
Epoch 3 Validation accuracy:	0.62432477543093	
L1 norm of params:	2244519.2613575	
Epoch 4 Validation accuracy:	0.62636562272396	
L1 norm of params:	2442009.8363185	
Epoch 5 Validation accuracy:	0.62919549647973	
L1 norm of params:	2627626.244722	
Epoch 6 Validation accuracy:	0.63050801165331	
L1 norm of params:	2803880.5394791	
Epoch 7 Validation accuracy:	0.63144877397427	
L1 norm of params:	2972800.1851687	
Epoch 8 Validation accuracy:	0.63210882495751	
L1 norm of params:	3136268.9288197	
Epoch 9 Validation accuracy:	0.63263231366837	
L1 norm of params:	3294918.0152526	
Epoch 10 Validation accuracy:	0.63418001942219	
L1 norm of params:	3449711.5094894	
Epoch 11 Validation accuracy:	0.63464281378975	
L1 norm of params:	3601486.3836046	
Epoch 12 Validation accuracy:	0.63555322893906	
L1 norm of params:	3750467.8863643	
Epoch 13 Validation accuracy:	0.63605395727118	
L1 norm of params:	3896617.4957988	
Epoch 14 Validation accuracy:	0.63624362709395	
L1 norm of params:	4040467.915415	
Epoch 15 Validation accuracy:	0.6363422554018	
L1 norm of params:	4182114.1683775	
Epoch 16 Validation accuracy:	0.63651675163875	
L1 norm of params:	4321611.4213698	
Epoch 17 Validation accuracy:	0.63660779315368	
L1 norm of params:	4459439.2602647	
Epoch 18 Validation accuracy:	0.63687333090556	
L1 norm of params:	4595310.6686031	
Epoch 19 Validation accuracy:	0.63754096868172	
L1 norm of params:	4729296.6197392	
