[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	0.001	Minibatch size:	500	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.027100024277737	
L1 norm of params:	1435415.0681376	
Epoch 1 Validation accuracy:	0.63936179898034	
L1 norm of params:	1765221.2568238	
Epoch 2 Validation accuracy:	0.64373937848992	
L1 norm of params:	1984975.1950143	
Epoch 3 Validation accuracy:	0.64428562757951	
L1 norm of params:	2177556.2393849	
Epoch 4 Validation accuracy:	0.64650097110949	
L1 norm of params:	2353905.6581071	
Epoch 5 Validation accuracy:	0.64719136926438	
L1 norm of params:	2519411.9662062	
Epoch 6 Validation accuracy:	0.64818523913571	
L1 norm of params:	2676694.990699	
Epoch 7 Validation accuracy:	0.64893633163389	
L1 norm of params:	2827235.6355065	
Epoch 8 Validation accuracy:	0.64962672978878	
L1 norm of params:	2972533.6997352	
Epoch 9 Validation accuracy:	0.65067370721049	
L1 norm of params:	3113305.2930962	
Epoch 10 Validation accuracy:	0.65113650157805	
L1 norm of params:	3250505.5294142	
Epoch 11 Validation accuracy:	0.65163722991017	
L1 norm of params:	3384830.4630195	
Epoch 12 Validation accuracy:	0.65184207331877	
L1 norm of params:	3516059.2957768	
Epoch 13 Validation accuracy:	0.65163722991017	
L1 norm of params:	3645210.9036565	
Epoch 14 Validation accuracy:	0.65159929594562	
L1 norm of params:	3772180.6303946	
Epoch 15 Validation accuracy:	0.65169033746055	
L1 norm of params:	3897232.6530848	
Epoch 16 Validation accuracy:	0.65205450352027	
L1 norm of params:	4020542.1938701	
Epoch 17 Validation accuracy:	0.65275248846807	
L1 norm of params:	4142172.3802677	
Epoch 18 Validation accuracy:	0.65252488468075	
L1 norm of params:	4262317.3798039	
Epoch 19 Validation accuracy:	0.65252488468075	
L1 norm of params:	4381502.1698617	
Epoch 20 Validation accuracy:	0.65269179412479	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	0.001	Minibatch size:	500	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
0.65269179412479	
