[?1034hDatafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	0.1	Minibatch size:	2000	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
nclasses:	45	nsparsefeatures:	40000	ndensefeatures:	12	
Imported all data	
Making lr model	
Set up model	
Got params and grads	
Starting Validation accuracy	0.019247693614955	
L1 norm of params:	1436064.8289506	
Epoch 1 Validation accuracy:	0.66426924010682	
L1 norm of params:	1812728.7448027	
Epoch 2 Validation accuracy:	0.67378307841709	
L1 norm of params:	2052216.7038374	
Epoch 3 Validation accuracy:	0.67245538965768	
L1 norm of params:	2249200.0522757	
Epoch 4 Validation accuracy:	0.67292577081816	
L1 norm of params:	2424314.6060863	
Epoch 5 Validation accuracy:	0.6739955086186	
L1 norm of params:	2586672.5197615	
Epoch 6 Validation accuracy:	0.673024399126	
L1 norm of params:	2739928.6791115	
Epoch 7 Validation accuracy:	0.67308509346929	
L1 norm of params:	2887255.534775	
Epoch 8 Validation accuracy:	0.67314578781258	
L1 norm of params:	3028844.649765	
Epoch 9 Validation accuracy:	0.6730926802622	
L1 norm of params:	3165960.8109549	
Epoch 10 Validation accuracy:	0.67395757465404	
L1 norm of params:	3299082.9175472	
Epoch 11 Validation accuracy:	0.6727436877883	
L1 norm of params:	3428969.1957096	
Epoch 12 Validation accuracy:	0.67266781985919	
L1 norm of params:	3555684.094483	
Epoch 13 Validation accuracy:	0.67292577081816	
L1 norm of params:	3680392.7138319	
Epoch 14 Validation accuracy:	0.67365410293761	
L1 norm of params:	3802610.8252928	
Epoch 15 Validation accuracy:	0.67313820101966	
L1 norm of params:	3922701.4219266	
Epoch 16 Validation accuracy:	0.67333545763535	
L1 norm of params:	4040937.4766506	
Epoch 17 Validation accuracy:	0.6735099538723	
L1 norm of params:	4157760.4773451	
Epoch 18 Validation accuracy:	0.67261471230881	
L1 norm of params:	4273012.3966544	
Epoch 19 Validation accuracy:	0.67280438213159	
L1 norm of params:	4386207.3940882	
Epoch 20 Validation accuracy:	0.67328235008497	
Options and accuracy	
Datafile:	/n/home09/ankitgupta/CS287/CS287assignments/HW2/PTB.hdf5	Classifier:	lr	Alpha:	0	Eta:	0.1	Lambda:	0.1	Minibatch size:	2000	Num Epochs:	20	Optimizer:	adagrad	Hidden Layers:	10	Embedding size:	50	
0.67328235008497	
