[?1034hUsing cuda	
datafile:	/n/home09/ankitgupta/CS287/CS287assignments/finalproject/PRINC_CB513_1.hdf5	classifier:	rnn	b:	128	alpha:	1	sequence_length:	50	embedding_size	45	optimizer:	sgd	epochs:	200	hidden	10	eta:	0.1	rnn_unit1	gru	rnn_unit2	none	dropout	0.75	
Num classes:	10	
Vocab size:	37	
Start class:	1	
Test size	     1
 83350
[torch.LongStorage of size 2]

Using cuda	
 1183318
       1
[torch.LongStorage of size 2]

  128
 9244
[torch.LongStorage of size 2]

  128
 9244
[torch.LongStorage of size 2]

Unit1: GRU added	
No unit 2	
Converted LSTM to CUDA	
Converted crit to CUDA	
Input size	9244	
Max train index	23	
Epoch	1	115.98766684532	
Epoch	2	75.727137446404	
Epoch	3	75.086519241333	
Epoch	4	74.53726708889	
Epoch	5	74.063146710396	
Epoch	6	73.358871817589	
Epoch	7	72.843809247017	
Epoch	8	72.475274562836	
Epoch	9	72.00900375843	
Epoch	10	71.455730438232	
Epoch	11	71.073173522949	
Epoch	12	70.874149084091	
Epoch	13	70.728077530861	
Epoch	14	70.588317513466	
Epoch	15	70.447113752365	
Epoch	16	70.317394971848	
Epoch	17	70.211141586304	
Epoch	18	70.124738097191	
Epoch	19	70.050268769264	
Epoch	20	69.981334447861	
Epoch	21	69.914026737213	
Epoch	22	69.84552025795	
Epoch	23	69.776617765427	
Epoch	24	69.707728266716	
Epoch	25	69.640990495682	
Epoch	26	69.569049715996	
Epoch	27	69.488520264626	
Epoch	28	69.400477409363	
Epoch	29	69.326000809669	
Epoch	30	69.285940885544	
Epoch	31	69.253635048866	
Epoch	32	69.212186098099	
Epoch	33	69.162828087807	
Epoch	34	69.116840958595	
Epoch	35	69.07948243618	
Epoch	36	69.108676552773	
Epoch	37	69.148287534714	
Epoch	38	69.122425317764	
Epoch	39	69.089640259743	
Epoch	40	69.032971382141	
Epoch	41	68.970514416695	
Epoch	42	69.215658664703	
Epoch	43	69.280218601227	
Epoch	44	69.352821350098	
Epoch	45	69.393375277519	
Epoch	46	69.428253054619	
Epoch	47	69.345104694366	
Epoch	48	69.278852939606	
Epoch	49	69.27950334549	
Epoch	50	69.293817996979	
Epoch	51	69.425919771194	
Epoch	52	69.049664258957	
Epoch	53	69.332639813423	
Epoch	54	69.008426785469	
Epoch	55	69.110671162605	
Epoch	56	69.070899605751	
Epoch	57	69.113026857376	
Epoch	58	69.117451667786	
Epoch	59	69.172744035721	
Epoch	60	68.791770458221	
Epoch	61	69.223141789436	
Epoch	62	68.851845979691	
Epoch	63	68.994618535042	
Epoch	64	69.384990334511	
Epoch	65	69.152208924294	
Epoch	66	69.302773594856	
Epoch	67	68.974498152733	
Epoch	68	69.106086850166	
Epoch	69	68.900364637375	
Epoch	70	69.262211799622	
Epoch	71	68.997092962265	
Epoch	72	68.987128734589	
Epoch	73	68.73535490036	
Epoch	74	68.777023911476	
Epoch	75	68.957983493805	
Epoch	76	68.851615905762	
Epoch	77	68.949289321899	
Epoch	78	68.88504242897	
Epoch	79	68.825158596039	
Epoch	80	68.848138928413	
Epoch	81	69.196878194809	
Epoch	82	69.022383451462	
Epoch	83	69.01320874691	
Epoch	84	69.055258989334	
Epoch	85	69.061426758766	
Epoch	86	69.212834596634	
Epoch	87	69.251066565514	
Epoch	88	68.727656364441	
Epoch	89	69.011485695839	
Epoch	90	68.975015282631	
Epoch	91	68.927009701729	
Epoch	92	68.926177501678	
Epoch	93	69.313380599022	
Epoch	94	68.851004958153	
Epoch	95	69.316860198975	
Epoch	96	69.070886492729	
Epoch	97	68.866758823395	
Epoch	98	69.116113305092	
Epoch	99	69.2524548769	
Epoch	100	69.083289384842	
Epoch	101	69.508843660355	
Epoch	102	69.162771224976	
Epoch	103	69.730063080788	
Epoch	104	69.740510106087	
Epoch	105	69.61102437973	
Epoch	106	69.310522556305	
Epoch	107	69.450688958168	
Epoch	108	69.409758806229	
Epoch	109	69.184558033943	
Epoch	110	69.168359041214	
Epoch	111	69.492794036865	
Epoch	112	69.214574813843	
Epoch	113	69.24858379364	
Epoch	114	69.444637060165	
Epoch	115	69.380652427673	
Epoch	116	69.744521617889	
Epoch	117	69.352332353592	
Epoch	118	69.146025657654	
Epoch	119	69.600689291954	
Epoch	120	69.314241886139	
Epoch	121	69.639042019844	
Epoch	122	69.088594079018	
Epoch	123	69.433907032013	
Epoch	124	69.02423787117	
Epoch	125	69.537069916725	
Epoch	126	69.50737452507	
Epoch	127	69.773148655891	
Epoch	128	68.972920775414	
Epoch	129	69.596143364906	
Epoch	130	69.345113158226	
Epoch	131	69.659980177879	
Epoch	132	69.417684435844	
Epoch	133	69.192702054977	
Epoch	134	69.656381130219	
