[?1034hUsing cuda	
datafile:	/n/home09/ankitgupta/CS287/CS287assignments/finalproject/PRINC_CB513_1.hdf5	classifier:	rnn	b:	128	alpha:	1	sequence_length:	50	embedding_size	200	optimizer:	sgd	epochs:	200	hidden	100	eta:	0.1	rnn_unit1	lstm	rnn_unit2	lstm	dropout	0.5	
Num classes:	10	
Vocab size:	37	
Start class:	1	
Test size	     1
 83350
[torch.LongStorage of size 2]

Using cuda	
 1183318
       1
[torch.LongStorage of size 2]

  128
 9244
[torch.LongStorage of size 2]

  128
 9244
[torch.LongStorage of size 2]

Converted LSTM to CUDA	
Converted crit to CUDA	
nn.Sequential {
  [input -> (1) -> (2) -> (3) -> (4) -> (5) -> (6) -> (7) -> (8) -> (9) -> output]
  (1): nn.LookupTable
  (2): nn.Transpose
  (3): nn.SplitTable
  (4): nn.BiSequencer @ nn.Sequential {
    [input -> (1) -> (2) -> (3) -> output]
    (1): nn.ConcatTable {
      input
        |`-> (1): nn.Sequencer @ nn.FastLSTM(200 -> 200)
        |`-> (2): nn.Sequential {
        |      [input -> (1) -> (2) -> (3) -> output]
        |      (1): nn.ReverseTable
        |      (2): nn.Sequencer @ nn.FastLSTM(200 -> 200)
        |      (3): nn.ReverseTable
        |    }
         ... -> output
    }
    (2): nn.ZipTable
    (3): nn.Sequencer @ nn.Recursor @ nn.JoinTable
  }
  (5): nn.Sequencer @ nn.Recursor @ nn.Linear(400 -> 100)
  (6): nn.Sequencer @ nn.Recursor @ nn.Tanh
  (7): nn.Sequencer @ nn.Recursor @ nn.Dropout(0.5, busy)
  (8): nn.Sequencer @ nn.Recursor @ nn.Linear(100 -> 10)
  (9): nn.Sequencer @ nn.Recursor @ nn.LogSoftMax
}
Input size	9244	
Max train index	23	
Epoch	1	116.67275524139	
Epoch	1	116.67275524139	
Epoch	1	105.62208604813	
Epoch	1	93.947939991951	
Epoch	1	86.702568173409	
Epoch	1	86.295073986053	
Epoch	1	88.143648028374	
Epoch	1	84.635152578354	
Epoch	1	86.817869067192	
Epoch	1	83.679204463959	
Epoch	1	85.74747633934	
Epoch	1	84.039154887199	
Epoch	1	79.130687952042	
Epoch	1	82.546414732933	
Epoch	1	80.890427708626	
Epoch	1	81.782897353172	
Epoch	1	81.537365436554	
Epoch	1	81.281963586807	
Epoch	1	78.405447006226	
Epoch	1	79.8820271492	
Epoch	1	76.959988474846	
Epoch	1	79.98463010788	
Epoch	1	77.789953708649	
Epoch	1	79.822072982788	
Epoch	1	78.446260809898	
Epoch	1	78.403456926346	
Epoch	1	78.491647958755	
Epoch	1	78.932231903076	
Epoch	1	77.25579726696	
Epoch	1	78.544578313828	
Epoch	1	75.980868458748	
Epoch	1	77.143377780914	
Epoch	1	78.111132502556	
Epoch	1	78.073066353798	
Epoch	1	76.957104802132	
Epoch	1	77.525710225105	
Epoch	1	78.831517219543	
Epoch	1	77.468665719032	
Epoch	1	76.472446322441	
Epoch	1	78.367516160011	
Epoch	1	75.566429257393	
Epoch	1	76.788319587708	
Epoch	1	75.218170523643	
Epoch	1	74.882226347923	
Epoch	1	74.102016448975	
Epoch	1	74.79895234108	
Epoch	1	74.431721329689	
Epoch	1	74.378424048424	
Epoch	1	77.407155275345	
Epoch	1	75.542098999023	
Epoch	1	75.84606218338	
Epoch	1	76.268051743507	
Epoch	1	74.872946977615	
Epoch	1	75.538761496544	
Epoch	1	73.722496032715	
Epoch	1	75.359359145164	
Epoch	1	75.018970131874	
Epoch	1	74.8345464468	
Epoch	1	73.170102596283	
Epoch	1	74.637928247452	
Epoch	1	71.97875392437	
Epoch	1	73.380166888237	
Epoch	1	72.525754451752	
Epoch	1	74.823278784752	
Epoch	1	78.075722694397	
Epoch	1	74.152887582779	
Epoch	1	75.09626185894	
Epoch	1	75.692843556404	
Epoch	1	70.652098894119	
Epoch	1	73.834114074707	
Epoch	1	74.92151081562	
Epoch	1	75.852840065956	
Epoch	1	71.584841251373	
Epoch	1	72.644427776337	
Epoch	1	71.782419681549	
Epoch	1	73.678937077522	
Epoch	1	70.98002076149	
Epoch	1	73.63022351265	
Epoch	1	71.216769456863	
Epoch	1	74.88961660862	
Epoch	1	74.743574261665	
Epoch	1	74.460267782211	
Epoch	1	75.323698997498	
Epoch	1	74.453573107719	
Epoch	1	74.680482387543	
Epoch	1	73.65734064579	
Epoch	1	72.074133634567	
Epoch	1	73.66572368145	
Epoch	1	73.959862589836	
Epoch	1	73.534072995186	
Epoch	1	74.642542362213	
Epoch	1	74.481647610664	
Epoch	1	73.938212275505	
Epoch	1	72.292100667953	
Epoch	1	73.108559370041	
Epoch	1	74.057450056076	
Epoch	1	73.068273305893	
Epoch	1	74.607136964798	
Epoch	1	71.12311398983	
Epoch	1	72.718070864677	
Epoch	1	71.805552005768	
Epoch	1	73.703367590904	
Epoch	1	72.537107467651	
Epoch	1	72.531488895416	
Epoch	1	71.717784881592	
Epoch	1	70.107362389565	
Epoch	1	72.317351341248	
Epoch	1	70.572108030319	
Epoch	1	74.019369959831	
Epoch	1	72.147527456284	
Epoch	1	73.223797559738	
Epoch	1	72.236490726471	
Epoch	1	71.31411075592	
Epoch	1	72.165644168854	
Epoch	1	70.855364322662	
Epoch	1	71.577943444252	
Epoch	1	74.215745210648	
Epoch	1	74.157550692558	
Epoch	1	70.942981481552	
Epoch	1	71.822654366493	
Epoch	1	68.898783564568	
Epoch	1	71.727483987808	
Epoch	1	73.121118545532	
Epoch	1	73.244260072708	
Epoch	1	70.877657532692	
Epoch	1	71.486482381821	
Epoch	1	70.584094762802	
Epoch	1	70.447197079659	
Epoch	1	72.077169299126	
Epoch	1	71.164874196053	
Epoch	1	71.524605035782	
Epoch	1	71.666795969009	
Epoch	1	67.97824883461	
Epoch	1	71.510203003883	
Epoch	1	72.66996884346	
Epoch	1	72.678492546082	
Epoch	1	73.869230747223	
Epoch	1	71.156304836273	
Epoch	1	70.524030447006	
