ID,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Class16,Class17,Class18,Class19,Class20,Class21,Class22,Class23,Class24,Class25,Class26,Class27,Class28,Class29,Class30,Class31,Class32,Class33,Class34,Class35,Class36,Class37,Class38,Class39,Class40,Class41,Class42,Class43,Class44,Class45,Class46,Class47,Class48,Class49,Class50
1,0.0044204230962421,0.00023046196030009,0.001098501717547,0.007158086946021,0.001165274006566,0.00024715503255484,0.00019707581579059,0.00018038274353584,0.0057725619488768,0.00018038274353584,0.00018038274353584,0.00078133334470681,0.00023046196030009,0.00031392732157383,0.00019707581579059,0.00029723424931908,0.00026384810480959,0.0020666999083225,0.00021376888804534,0.00031392732157383,0.00073125412794256,0.00016368967128109,0.010844558650343,0.00019707581579059,0.00031392732157383,0.00018038274353584,0.00028054117706433,0.0012654324400945,0.00036400653833808,0.0011819670788208,0.00036400653833808,0.00019707581579059,0.00028054117706433,0.00029723424931908,0.00066448183892356,0.00028054117706433,0.00028054117706433,0.00019707581579059,0.00041408575510233,0.00021376888804534,0.54383968562021,0.40739118732589,0.00021376888804534,0.00044747189961183,0.00019707581579059,0.00059770954990457,0.00021376888804534,0.00223363063087,0.00024715503255484,0.00039739268284758
2,0.0026440855374333,0.0053579499967199,0.0014793540123401,0.0086719564114838,0.012766292942241,0.79663157861886,0.0085278058830712,0.0015874669086495,0.00037468520741878,0.0070517187055675,0.0015514292765464,0.00035066011935002,0.00049481064776259,0.0048534231472759,0.00039871029548754,0.0028482987860177,0.0003626726633844,0.0038688797826984,0.00039871029548754,0.0015153916444432,0.00041072283952192,0.01142379948784,0.00066298626424391,0.00037468520741878,0.006174317744816,0.00039871029548754,0.00051883573583135,0.0017075923489933,0.00043474792759069,0.016092311901039,0.0074380610996345,0.00051883573583135,0.0021405291804727,0.00037468520741878,0.00041072283952192,0.0015274041884776,0.0072309363735998,0.0014793540123401,0.0003626726633844,0.0082760277045909,0.0052137994683073,0.00057889845600325,0.00037468520741878,0.00039871029548754,0.0026801231695364,0.00039871029548754,0.0019358306856465,0.057952027278913,0.0003626726633844,0.00041072283952192
3,0.002789216801381,0.0042573500912983,0.00015155360254658,0.00020132083271327,0.00030085529304665,0.00025108806287996,0.00013911179500491,0.00015155360254658,0.00026352987042163,0.00067410951929681,0.00011422817992157,0.0028763094541727,0.97061458575049,0.00011422817992157,0.001159340013422,0.002714565956131,0.0013335253190054,0.00025108806287996,0.0001888790251716,0.00013911179500491,0.0019675549173066,0.00026352987042163,0.00033818071567166,0.00016399541008826,0.00073631855700517,0.00025108806287996,0.00031329710058832,0.00017643721762993,0.00015155360254658,0.0004128315609217,0.00028841348550498,0.0004128315609217,0.0002759716779633,0.00031329710058832,0.00033818071567166,0.00013911179500491,0.00016399541008826,0.00013911179500491,0.00011422817992157,0.0001888790251716,0.00016399541008826,0.0011468982058803,0.0001888790251716,0.00013911179500491,0.00097271290029693,0.00020132083271327,0.00016399541008826,0.00073631855700517,0.00028841348550498,0.00016399541008826
4,0.026439027427491,0.19883215791432,0.0052498956373439,0.0021640997455748,0.023353231535722,0.0091585704335847,0.0025755391978107,0.0029869786500466,0.0068956534462874,0.0038098575545183,0.0036041378284004,0.0025755391978107,0.0038098575545183,0.0023698194716928,0.0023698194716928,0.0071013731724053,0.0060727745418156,0.0025755391978107,0.0023698194716928,0.0052498956373439,0.015741601669359,0.0017526602933389,0.004838456185108,0.0025755391978107,0.0031926983761645,0.036930733459506,0.013478684682061,0.0068956534462874,0.0042212970067542,0.0042212970067542,0.0071013731724053,0.01759307920442,0.0038098575545183,0.0031926983761645,0.019855996191717,0.0083356915291129,0.0023698194716928,0.0025755391978107,0.0046327364589901,0.0042212970067542,0.0033984181022824,0.004838456185108,0.0023698194716928,0.0025755391978107,0.012244366325354,0.0023698194716928,0.0033984181022824,0.47593662899518,0.0029869786500466,0.0027812589239286
5,0.001610377959069,0.0030763075927562,0.0024726895082968,0.012385789020319,0.0027313829730651,0.002386458353374,0.40017077601213,0.0025589206632195,0.0018690714238373,0.0029900764378334,0.0021277648886057,0.010057547837404,0.0021277648886057,0.0028176141279879,0.0018690714238373,0.0012654533393779,0.0016966091139918,0.0030763075927562,0.0022139960435284,0.0017828402689146,0.001610377959069,0.0041110814518294,0.0018690714238373,0.0019553025787601,0.0032487699026017,0.0016966091139918,0.0018690714238373,0.0044560060715205,0.0034212322124473,0.0018690714238373,0.0097126232177132,0.0017828402689146,0.31967445737253,0.0035936945222928,0.0018690714238373,0.0016966091139918,0.0019553025787601,0.063952019664137,0.0024726895082968,0.0056632422404394,0.034019358993646,0.0037661568321384,0.0016966091139918,0.022643813152033,0.0035936945222928,0.0016966091139918,0.0016966091139918,0.018159793096048,0.010143778992327,0.0028176141279879
6,0.00038835571625823,0.00085472914622187,0.0011417281800456,0.0036170948467757,0.00085472914622187,0.0004242305954862,0.0011776030592736,0.0004242305954862,0.00049598035394215,0.0015004769723254,0.00053185523317012,0.00060360499162606,0.00078297938776592,0.00081885426699389,0.0020744750399729,0.00046010547471417,0.00056773011239809,0.00081885426699389,0.00071122962930998,0.0011058533008177,0.00038835571625823,0.0022897243153407,0.92274564091635,0.0010341035423617,0.0018951006438331,0.0021820996776568,0.0011058533008177,0.0010341035423617,0.00081885426699389,0.0011776030592736,0.00038835571625823,0.002002725281517,0.0011058533008177,0.0012852276969575,0.00067535475008201,0.00060360499162606,0.0023973489530247,0.0018592257646051,0.00056773011239809,0.00038835571625823,0.00092647890467781,0.0004242305954862,0.00031660595780229,0.003222471175268,0.00053185523317012,0.00046010547471417,0.0050520900158946,0.00035248083703026,0.022989529629881,0.0004242305954862
7,0.27698488657489,0.006904341978505,0.0034239225893762,0.004120006467202,0.011312873204735,0.0029598666708257,0.0036559505486515,0.0024958107522752,0.0034239225893762,0.0024958107522752,0.0034239225893762,0.0034239225893762,0.0071363699377802,0.0024958107522752,0.0027278387115505,0.0038879785079267,0.006904341978505,0.0048160903450277,0.0024958107522752,0.045420983218196,0.003191894630101,0.0055121742228535,0.0045840623857525,0.0029598666708257,0.0029598666708257,0.03938825627704,0.0036559505486515,0.0045840623857525,0.3762928531447,0.015025320553139,0.025930634639075,0.012473013001111,0.0066723140192297,0.0057442021821287,0.0024958107522752,0.004120006467202,0.0055121742228535,0.0027278387115505,0.0043520344264772,0.0029598666708257,0.0024958107522752,0.0024958107522752,0.004120006467202,0.0029598666708257,0.0027278387115505,0.0043520344264772,0.005976230141404,0.0048160903450277,0.011776929123285,0.026626718516901
8,0.0062404254046195,0.045457293304852,0.13203148357719,0.039496329384016,0.037300184781604,0.060830305521743,0.0062404254046195,0.016907413473483,0.010318979666244,0.022868377394318,0.0078091001206288,0.060503897267905,0.0034168109158028,0.0046717506886102,0.0056129555182158,0.025691991883135,0.0046717506886102,0.0037305458590046,0.0034168109158028,0.0052992205750139,0.0034168109158028,0.0049854856318121,0.044516088475246,0.0071816302342251,0.024123317167125,0.0087503049502344,0.064281389896963,0.0062404254046195,0.0034168109158028,0.024750787053529,0.038542451243775,0.0037305458590046,0.010005244723042,0.0043580157454084,0.033221630519979,0.095654884217149,0.012201389325455,0.0062404254046195,0.0059266904614177,0.0034168109158028,0.02820187142875,0.0043580157454084,0.012828859211859,0.0031030759726009,0.010632714609446,0.0081228350638307,0.0052992205750139,0.0018481361997935,0.01471126887107,0.0034168109158028
9,0.00014215573475127,1.4171715358388e-06,1.423783632923e-06,1.4188245601099e-06,1.4188245601099e-06,0.0011274694903709,1.4320487542781e-06,1.4303957300071e-06,1.4221306086519e-06,1.423783632923e-06,1.4303957300071e-06,1.4353548028202e-06,1.4882515794933e-06,1.4171715358388e-06,1.4171715358388e-06,1.5973511813815e-06,1.5262711377271e-06,1.423783632923e-06,1.4303957300071e-06,1.425436657194e-06,0.00014227640552306,1.4320487542781e-06,0.0015503083701673,0.00014221028455221,1.4485789969885e-06,1.4171715358388e-06,1.4171715358388e-06,1.4370078270912e-06,1.4684152882409e-06,1.4221306086519e-06,1.4188245601099e-06,0.0011272347609244,1.423783632923e-06,1.4551910940726e-06,1.4469259727174e-06,1.4932106523064e-06,0.00028288107377253,0.00028286619655409,1.4303957300071e-06,0.0011279240720454,0.00014239707629484,1.425436657194e-06,0.00056435158810631,1.4221306086519e-06,1.4171715358388e-06,1.4849455309512e-06,0.00014214581660564,0.9931723833764,1.4221306086519e-06,1.5345362590822e-06
10,0.00031123120198202,0.00033666883625599,0.00041298173907789,0.0013287365729407,0.0049917559083921,0.00079454625318741,0.0005656075447217,0.0016848634527763,0.0020409903326118,0.00028579356770805,0.00028579356770805,0.00059104517899567,0.0022190537725296,0.00028579356770805,0.0019646774297899,0.00031123120198202,0.013230466756463,0.0023208043096255,0.0051952569825838,0.00028579356770805,0.00028579356770805,0.00038754410480392,0.0006419204475436,0.00031123120198202,0.0007182333503655,0.00036210647052996,0.00079454625318741,0.001939239795516,0.0025751806523651,0.00028579356770805,0.00099804732737915,0.00031123120198202,0.00028579356770805,0.00028579356770805,0.00066735808181757,0.0069798265964027,0.0011761107672969,0.00061648281326963,0.0005656075447217,0.63878501244133,0.00038754410480392,0.00069279571609154,0.0017357387213242,0.086315872682267,0.0016085505499544,0.00061648281326963,0.00028579356770805,0.00038754410480392,0.20924250147172,0.00031123120198202
11,0.010719146297292,0.0072902594613165,0.0061472971826579,0.10387057200797,0.011862108575951,0.17530571442413,0.0072902594613165,0.0067187783219872,0.0072902594613165,0.0055758160433286,0.017005438829914,0.011862108575951,0.01243358971528,0.013576551993939,0.027863580477171,0.0061472971826579,0.0061472971826579,0.0061472971826579,0.0078617406006458,0.018719882247902,0.022720250223207,0.065009854533575,0.051865788329002,0.0067187783219872,0.010147665157963,0.0067187783219872,0.01243358971528,0.019862844526561,0.015290995411927,0.024434693641195,0.043865052378391,0.0090047028793044,0.0084332217399751,0.0061472971826579,0.021577287944549,0.017005438829914,0.010719146297292,0.0061472971826579,0.01243358971528,0.0067187783219872,0.01243358971528,0.01243358971528,0.0078617406006458,0.02043432566589,0.033578391870464,0.0090047028793044,0.01243358971528,0.015862476551256,0.0095761840186336,0.019291363387232
12,0.0023229906244881,0.0009922287574657,0.0014080918409102,0.0011585739908435,0.0020734727744214,0.0010754013741546,0.0019071275410436,0.0009090561407768,0.0011585739908435,0.001574437074288,0.0010754013741546,0.0009090561407768,0.0012417466075324,0.0020734727744214,0.0009090561407768,0.01355129387749,0.0009922287574657,0.0010754013741546,0.0031547167913772,0.0028220263246216,0.0011585739908435,0.0029883715579994,0.0013249192242213,0.0031547167913772,0.004152788191644,0.0012417466075324,0.79303947084455,0.0019071275410436,0.020288275829291,0.0011585739908435,0.0009090561407768,0.0009090561407768,0.014798883127823,0.002406163241177,0.0010754013741546,0.020518451543317,0.040499221684694,0.001574437074288,0.0009090561407768,0.0010754013741546,0.0013249192242213,0.0011585739908435,0.0040696155749551,0.0014912644575991,0.019539722279091,0.0045686512750885,0.0024893358578659,0.0027388537079326,0.004152788191644,0.0009922287574657
13,0.00060461808534609,0.00075023047377603,0.00095408781757794,0.048685828744911,0.00051725065228813,0.00031339330848622,0.0003716382638582,0.0047691323944423,0.00042988321923017,0.0016821497597276,0.00057549560766011,0.00034251578617221,0.00045900569691616,0.0013326800274958,0.0011870676390658,0.00042988321923017,0.00042988321923017,0.0065456035332875,0.00080847542914801,0.00042988321923017,0.0011579451613799,0.00060461808534609,0.0013618025051818,0.0014200474605537,0.00028427083080023,0.00048812817460215,0.00077935295146202,0.00040076074154418,0.00045900569691616,0.00092496533989196,0.00054637312997412,0.1646806573682,0.00042988321923017,0.0003716382638582,0.00031339330848622,0.0024102117018773,0.0010123327729499,0.00069198551840406,0.00028427083080023,0.00016778092005628,0.0039828254969206,0.0011579451613799,0.00042988321923017,0.0070115631762633,0.73238482616815,0.0003716382638582,0.00092496533989196,0.00051725065228813,0.0016821497597276,0.0011288226836939
14,0.0056723047810713,0.093693501587429,0.0042352240168859,0.016450410512462,0.0038759538258395,0.01860603165874,0.016809680703508,0.0038759538258395,0.0096242768825812,0.0038759538258395,0.034773190255826,0.005313034590025,0.14219497737869,0.0074686557363031,0.005313034590025,0.010342817264674,0.0056723047810713,0.005313034590025,0.0049537643989786,0.01465405955723,0.006390845163164,0.11489044285916,0.0042352240168859,0.012139168219906,0.032617569109548,0.005313034590025,0.0038759538258395,0.0045944942079323,0.0038759538258395,0.0027981432527005,0.017528221085601,0.0049537643989786,0.0056723047810713,0.03836589216629,0.0056723047810713,0.0035166836347932,0.0074686557363031,0.0081871961183958,0.011420627837813,0.0074686557363031,0.012857708601998,0.0045944942079323,0.011061357646767,0.0038759538258395,0.0071093855452568,0.0067501153542104,0.13429103317567,0.0049537643989786,0.0042352240168859,0.096567663115799
15,0.014565860100114,0.00083295845733318,0.00035053802491698,0.00044702211140022,0.011317562521845,0.00099376526813859,0.0012188948032661,0.00038269938707806,0.00054350619788346,0.0041134173977634,0.00089728118165534,0.00054350619788346,0.0041455787599244,0.0014118629762326,0.89544121578741,0.0014761857005548,0.00038269938707806,0.0006399902843667,0.00083295845733318,0.00035053802491698,0.00041486074923914,0.00028621530059482,0.0029234469978034,0.0011224107167829,0.0010259266302997,0.0025375106518704,0.00054350619788346,0.0016048311491991,0.00057566756004454,0.0012188948032661,0.0008007970951721,0.00038269938707806,0.0018942834086488,0.00067215164652778,0.00054350619788346,0.0008007970951721,0.00038269938707806,0.027301759515902,0.00041486074923914,0.00035053802491698,0.00044702211140022,0.00035053802491698,0.0003183766627559,0.00038269938707806,0.00051134483572238,0.00051134483572238,0.0008007970951721,0.0012832175275883,0.0010580879924607,0.0076511672354822
16,0.00046908141140966,0.00082036734827774,0.00075011016090412,0.0018039679715084,0.00067985297353051,0.012764089201793,0.00046908141140966,0.0023660254704973,0.00053933859878327,0.00092575312933817,0.82378727007555,0.0016634535967611,0.00043395281772285,0.002963211563173,0.00050421000509647,0.0015580678157007,0.00057446719247008,0.020452994164741,0.0040521979674641,0.00082036734827774,0.0056681132770573,0.00071498156721732,0.0021903825020633,0.00057446719247008,0.00039882422403604,0.0013121676598931,0.00039882422403604,0.00057446719247008,0.0010311389103986,0.00043395281772285,0.00082036734827774,0.00082036734827774,0.00099601031671178,0.00050421000509647,0.00096088172302497,0.00067985297353051,0.00075011016090412,0.00043395281772285,0.0039468121864037,0.0023660254704973,0.084462621074554,0.0036657834369092,0.00046908141140966,0.00060959578615689,0.001136524691459,0.00050421000509647,0.002787568594739,0.00089062453565136,0.00067985297353051,0.00082036734827774
